response_time,availability,throughput,successability,reliability,compliance,best_practices,latency,documentation,service_name,wsdl_address
0.05365792592682331,0.11827956989247312,0.8372093023255814,0.10869565217391304,0.2857142857142857,0.3283582089552239,0.3333333333333333,0.045288761141035236,0.6770833333333334,MAPPMatching,http://xml.assessment.com/service/MAPPMatching.asmx?wsdl
0.0898505250703156,0.16129032258064516,0.6302325581395349,0.05434782608695652,0.2857142857142857,0.0,0.24444444444444444,0.00018115504456414093,0.9895833333333334,Compound2,http://www.mssoapinterop.org/asmx/WSDL/compound2.wsdl
0.6631574484066171,0.11827956989247312,0.9697674418604652,0.043478260869565216,0.2857142857142857,0.3283582089552239,0.3333333333333333,0.0005676191396343083,0.010416666666666666,USDAData,http://www.strikeiron.com/webservices/usdadata.asmx?wsdl
0.018004429933752904,0.021505376344086023,0.7232558139534884,0.0,0.39285714285714285,0.3283582089552239,0.28888888888888886,0.005439482138112605,0.08333333333333333,GBNIRHolidayDates,http://www.holidaywebservice.com/Holidays/GBNIR/Dates/GBNIRHolidayDates.asmx?WSDL
0.014133790460499084,0.13978494623655913,0.958139534883721,0.05434782608695652,0.2857142857142857,0.16417910447761194,0.7333333333333333,0.014028646651047074,0.041666666666666664,CasUsers,http://galex.stsci.edu/casjobs/CasUsers.asmx?WSDL
0.014248879897106003,0.21505376344086022,0.9627906976744186,0.20652173913043478,0.39285714285714285,0.3283582089552239,0.28888888888888886,0.004338059467162629,0.375,interop2,http://websrv.cs.fsu.edu/~engelen/interop2_2.wsdl
0.044016661719840006,0.021505376344086023,0.972093023255814,0.010869565217391304,0.39285714285714285,0.0,0.28888888888888886,0.009794449409434552,0.96875,ehmmpfamService,http://www.ebi.ac.uk/soaplab/emboss4/services/hmm.ehmmpfam.derived?wsdl
0.02013257495451948,0.25806451612903225,0.9372093023255815,0.2608695652173913,0.5178571428571429,0.16417910447761194,0.5777777777777777,0.002734233472621434,0.9270833333333334,WSDBFetchServerLegacyService,http://www.embl-ebi.ac.uk/Tools/webservices/wsdl/WSDbfetch.wsdl
0.013249419000256429,0.0967741935483871,0.6465116279069768,0.03260869565217391,0.39285714285714285,0.3283582089552239,0.28888888888888886,0.00016424724040482115,0.0625,DOTSPackageTracking,http://trial.serviceobjects.com/pt/PackTrack.asmx?wsdl
0.01138173954654762,0.043010752688172046,0.6883720930232559,0.010869565217391304,0.39285714285714285,0.16417910447761194,0.8222222222222222,0.010002173860534768,0.041666666666666664,CommandService,http://www.leadtools.net/Services/CommandService/CommandService.asmx?wsdl
0.01938348406011303,0.15053763440860216,0.8232558139534883,0.05434782608695652,0.2857142857142857,0.3283582089552239,0.24444444444444444,0.002516847419144465,0.9166666666666666,GoogleSearchService,http://dept-info.labri.fr/~denis/Enseignement/2005-SSECPD/TP08/GoogleSearch.wsdl
0.03724859520218387,0.10752688172043011,0.7488372093023257,0.03260869565217391,0.6428571428571429,0.16417910447761194,0.6444444444444445,0.008939397599091807,0.9479166666666666,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/acd.acdc?wsdl
0.015547169506548993,0.15053763440860216,0.627906976744186,0.15217391304347827,0.2857142857142857,0.16417910447761194,0.24444444444444444,0.016122798966208544,0.9270833333333334,FpMLValidation,http://www.handcoded.com/FpMLValidation.asmx?WSDL
0.04701100618454288,0.16129032258064516,0.8976744186046512,0.15217391304347827,0.6428571428571429,0.16417910447761194,0.6444444444444445,0.018045457839182627,0.9479166666666666,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.antigenic?wsdl
0.019599529142866372,0.17204301075268819,0.7186046511627907,0.16304347826086957,0.5178571428571429,0.16417910447761194,0.5777777777777777,0.0019226588729740828,0.96875,DiscoveryService,http://superglue.badc.rl.ac.uk/exist/services/Discovery?wsdl
0.006158294414931743,0.15053763440860216,0.8627906976744186,0.15217391304347827,0.2857142857142857,0.3283582089552239,0.3333333333333333,0.00030192507427356823,0.020833333333333332,check,http://ws.cdyne.com/spellchecker/check.asmx?wsdl
0.01909475091213426,0.21505376344086022,0.9488372093023257,0.21739130434782608,0.6428571428571429,0.4925373134328358,0.4222222222222222,0.0015096253713678413,0.90625,Interop,http://mssoapinterop.org/stk/LoggedInteropTyped.wsdl
0.03557676970199912,0.12903225806451613,0.9651162790697675,0.043478260869565216,0.2857142857142857,0.0,0.24444444444444444,0.001823627448612352,0.6354166666666666,antigenicService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/antigenic.wsdl
0.2671286397034327,0.1827956989247312,0.7604651162790699,0.17391304347826086,0.10714285714285714,0.16417910447761194,0.08888888888888889,0.0006642351634018501,0.9791666666666666,UpdatesService,http://dcregistry.natlib.govt.nz/axis/services/termUpdates?wsdl
0.014335701752791929,0.15053763440860216,0.9860465116279069,0.05434782608695652,0.2857142857142857,0.3283582089552239,0.3333333333333333,1.9323204753508373e-05,0.07291666666666667,DOTSFraudProtectionLite,http://trial.serviceobjects.com/fpl/FraudProtectionLite.asmx?WSDL
0.002624846799806973,0.3010752688172043,0.6930232558139535,0.30434782608695654,0.2857142857142857,0.3283582089552239,0.24444444444444444,0.0009057752228207048,0.9375,XarayaSoap,http://www.aber.com.mk/modules/soapserver/xaraya.wsdl
0.2084734092923615,0.3118279569892473,0.9325581395348838,0.30434782608695654,0.10714285714285714,0.16417910447761194,0.08888888888888889,0.1796454191927731,0.6354166666666666,Mapping,http://xml.nig.ac.jp/wsdl/Mapping.wsdl
0.019181572767820187,0.1827956989247312,0.6697674418604651,0.17391304347826086,0.2857142857142857,0.3283582089552239,0.24444444444444444,0.0038042559358469597,0.3541666666666667,BlogReaderService,http://www.flash-db.com/services/ws/blogReader.wsdl
0.04605394665907479,0.06451612903225806,0.7651162790697675,0.06521739130434782,0.2857142857142857,0.16417910447761194,0.7333333333333333,0.0115770150479457,0.8958333333333334,SkyNodeWS,http://skyserver.ast.cam.ac.uk/wfc/SkyNodeWS.asmx?wsdl
0.017600607349167217,0.06451612903225806,0.9534883720930233,0.021739130434782608,0.2857142857142857,0.0,0.3333333333333333,0.0073887104176227625,0.625,XFormWebService,http://xform.metaverse.cc/xformservice.asmx?wsdl
